date,RAINRATE,Q2D,T2D,LWDOWN,SWDOWN,PSFC,U2D,V2D,area_sqkm,lat,lon
12/16/2015 2:00,0,0.0083,285,288.8999939,0,99710,0,-0.699999988,15.617,35.287,-80.85
12/16/2015 3:00,0,0.0082,284.7000122,282.2000122,0,99740,-0.300000012,-1.399999976,15.617,35.287,-80.85
12/16/2015 4:00,0,0.0078,283.8000183,282.2000122,0,99800,-0.400000006,-1.200000048,15.617,35.287,-80.85
12/16/2015 5:00,0,0.0069,281.2000122,282.2000122,0,99830,-0.600000024,-1,15.617,35.287,-80.85
12/16/2015 6:00,0,0.0069,282,277,0,99820,-0.699999988,-0.900000036,15.617,35.287,-80.85
12/16/2015 7:00,0,0.0065,280.6000061,277,0,99890,-0.900000036,-0.800000012,15.617,35.287,-80.85
12/16/2015 8:00,0,0.0063,279.8999939,277,0,99930,-1.200000048,-0.800000012,15.617,35.287,-80.85
12/16/2015 9:00,0,0.0062,280.5,272.8000183,0,99880,-1.399999976,-0.800000012,15.617,35.287,-80.85
12/16/2015 10:00,0,0.006,280.2000122,272.8000183,0,99880,-1.800000072,-0.800000012,15.617,35.287,-80.85
12/16/2015 11:00,0,0.0054,278.3000183,272.8000183,0,99980,-2.200000048,-0.800000012,15.617,35.287,-80.85
12/16/2015 12:00,0,0.0055,278.2000122,267.5,0,100000,-2.700000048,-0.800000012,15.617,35.287,-80.85
12/16/2015 13:00,0,0.0059,279.2000122,267.5,81.30000305,100070,-2.5,-0.900000036,15.617,35.287,-80.85
12/16/2015 14:00,0,0.0068,281.5,267.5,230.1000061,100140,-2.299999952,-1,15.617,35.287,-80.85
12/16/2015 15:00,0,0.0075,284.8000183,293.8999939,387.3999939,100190,-2.200000048,-1.100000024,15.617,35.287,-80.85
12/16/2015 16:00,0,0.0085,288.7000122,293.8999939,476.6000061,100110,-2.5,-0.600000024,15.617,35.287,-80.85
12/16/2015 17:00,0,0.0076,291.8000183,293.8999939,504.7000122,100060,-2.900000095,-0.100000001,15.617,35.287,-80.85
12/16/2015 18:00,0,0.0076,293.8000183,310.1000061,489.3000183,99980,-3.299999952,0.400000006,15.617,35.287,-80.85
12/16/2015 19:00,0,0.0079,295,310.1000061,431.3000183,99930,-3.100000143,0.600000024,15.617,35.287,-80.85
12/16/2015 20:00,0,0.007999999,295.2000122,310.1000061,337.2000122,99920,-2.799999952,0.800000012,15.617,35.287,-80.85
12/16/2015 21:00,0,0.0079,294.7000122,305.8000183,148.1000061,99810,-2.600000143,1,15.617,35.287,-80.85
12/16/2015 22:00,0,0.0083,291.8999939,305.8000183,27.60000038,99850,-2.799999952,0.600000024,15.617,35.287,-80.85
12/16/2015 23:00,0,0.0087,290.1000061,305.8000183,0,99890,-3,0.300000012,15.617,35.287,-80.85
12/17/2015 0:00,0,0.0089,288.7000122,311.5,0,99900,-3.200000048,0,15.617,35.287,-80.85
12/17/2015 1:00,0,0.008599999,286,311.5,0,100010,-2.900000095,0.100000001,15.617,35.287,-80.85
12/17/2015 2:00,0,0.008599999,286.3000183,311.5,0,100000,-2.600000143,0.200000003,15.617,35.287,-80.85
12/17/2015 3:00,2.37E-07,0.0085,286.6000061,342,0,99940,-2.299999952,0.400000006,15.617,35.287,-80.85
12/17/2015 4:00,4.77E-07,0.0088,287.5,342,0,99910,-1.800000072,0.400000006,15.617,35.287,-80.85
12/17/2015 5:00,1.43E-06,0.0093,287.2000122,342,0,99930,-1.300000072,0.5,15.617,35.287,-80.85
12/17/2015 6:00,4.73E-07,0.0095,286.5,382.5,0,99760,-0.800000012,0.5,15.617,35.287,-80.85
12/17/2015 7:00,1.04E-06,0.0094,286.6000061,382.3999939,0,99720,-1.200000048,0.600000024,15.617,35.287,-80.85
12/17/2015 8:00,0,0.0095,286.6000061,382.3999939,0,99740,-1.600000024,0.699999988,15.617,35.287,-80.85
12/17/2015 9:00,0,0.0093,286.5,382.6000061,0,99710,-2,0.699999988,15.617,35.287,-80.85
12/17/2015 10:00,0,0.009,286.2000122,382.6000061,0,99590,-2.400000095,0.699999988,15.617,35.287,-80.85
12/17/2015 11:00,1.42E-06,0.009099999,286.6000061,382.6000061,0,99510,-2.799999952,0.699999988,15.617,35.287,-80.85
12/17/2015 12:00,2.08E-06,0.0093,286.3999939,384.2000122,0,99450,-3.200000048,0.600000024,15.617,35.287,-80.85
12/17/2015 13:00,2.08E-06,0.0095,286.5,384.2000122,34.5,99540,-3,1.5,15.617,35.287,-80.85
12/17/2015 14:00,7.59E-07,0.009699999,286.8999939,384.2000122,99.20000458,99540,-2.799999952,2.400000095,15.617,35.287,-80.85
12/17/2015 15:00,1.09E-06,0.0098,287.3000183,404.2000122,157,99420,-2.700000048,3.299999952,15.617,35.287,-80.85
12/17/2015 16:00,1.80E-06,0.0098,287,404.2000122,193.4000092,99470,-0.600000024,4.300000191,15.617,35.287,-80.85
12/17/2015 17:00,0,0.0098,286.8999939,404.2000122,204.9000092,99360,1.5,5.400000095,15.617,35.287,-80.85
12/17/2015 18:00,0,0.0106,288,380.2000122,242.6999969,99310,3.600000143,6.400000095,15.617,35.287,-80.85
12/17/2015 19:00,0,0.011,289.3000183,380.2000122,214.1000061,99360,3.799999952,5.599999905,15.617,35.287,-80.85
12/17/2015 20:00,0,0.011399999,289.2000122,380.2000122,167.6000061,99280,4,4.800000191,15.617,35.287,-80.85
12/17/2015 21:00,0,0.011399999,289.7000122,371.1000061,72.30000305,99260,4.200000286,4,15.617,35.287,-80.85
12/17/2015 22:00,0,0.011899999,289.7000122,371.1000061,13.69999981,99260,3.700000048,3.900000095,15.617,35.287,-80.85
12/17/2015 23:00,0,0.011299999,289,371.1000061,0,99330,3.200000048,3.700000048,15.617,35.287,-80.85
12/18/2015 0:00,0,0.0112,289.2000122,361.8000183,0,99330,2.700000048,3.5,15.617,35.287,-80.85
12/18/2015 1:00,0,0.011,288.8000183,361.8000183,0,99410,2.200000048,3.200000048,15.617,35.287,-80.85
12/18/2015 2:00,0,0.0109,288.6000061,361.8000183,0,99440,1.700000048,2.900000095,15.617,35.287,-80.85
12/18/2015 3:00,0,0.0107,288.3999939,363.8000183,0,99430,1.200000048,2.600000143,15.617,35.287,-80.85
12/18/2015 4:00,0,0.0107,288.6000061,363.8000183,0,99460,1.5,2.600000143,15.617,35.287,-80.85
12/18/2015 5:00,0,0.0107,288.1000061,363.8000183,0,99360,1.700000048,2.600000143,15.617,35.287,-80.85
12/18/2015 6:00,0,0.0107,287.7000122,344.3999939,0,99320,1.899999976,2.700000048,15.617,35.287,-80.85
12/18/2015 7:00,0,0.0104,288.1000061,344.3999939,0,99370,2,2.400000095,15.617,35.287,-80.85
12/18/2015 8:00,0,0.0096,287.6000061,344.3999939,0,99390,2.200000048,2.200000048,15.617,35.287,-80.85
12/18/2015 9:00,0,0.0094,286.7000122,321,0,99340,2.299999952,1.899999976,15.617,35.287,-80.85
12/18/2015 10:00,0,0.0084,285.3000183,321,0,99390,3.100000143,1.800000072,15.617,35.287,-80.85
12/18/2015 11:00,0,0.0073,283.8000183,321,0,99440,3.799999952,1.600000024,15.617,35.287,-80.85
12/18/2015 12:00,0,0.0069,282.8999939,269,0,99560,4.599999905,1.5,15.617,35.287,-80.85
12/18/2015 13:00,0,0.0067,282.2000122,269,82.20000458,99630,5.200000286,1.200000048,15.617,35.287,-80.85
12/18/2015 14:00,0,0.0063,282.3999939,269,239.3000031,99730,5.700000286,0.800000012,15.617,35.287,-80.85
12/18/2015 15:00,0,0.006,282.2000122,263.5,388.8000183,99880,6.300000191,0.5,15.617,35.287,-80.85
12/18/2015 16:00,0,0.0057,284,263.5,479.7000122,99910,6.800000191,0.200000003,15.617,35.287,-80.85
12/18/2015 17:00,0,0.0051,285.1000061,263.5,508.8999939,99850,7.300000191,-0.100000001,15.617,35.287,-80.85
12/18/2015 18:00,0,0.004,286.7000122,260,503.1000061,99810,7.800000191,-0.400000006,15.617,35.287,-80.85
12/18/2015 19:00,0,0.0034,287.1000061,260,444.2000122,99810,7.200000286,-1.5,15.617,35.287,-80.85
12/18/2015 20:00,0,0.0029,287.2000122,260,348,99920,6.5,-2.600000143,15.617,35.287,-80.85
12/18/2015 21:00,0,0.0024,286.1000061,243.5,159.1999969,99950,5.800000191,-3.700000048,15.617,35.287,-80.85
12/18/2015 22:00,0,0.0027,284.3999939,243.5,30.89999962,100130,5.099999905,-3.400000095,15.617,35.287,-80.85
12/18/2015 23:00,0,0.003,282.2000122,243.5,0,100260,4.400000095,-3.100000143,15.617,35.287,-80.85
12/19/2015 0:00,0,0.0031,280.5,225,0,100400,3.600000143,-2.799999952,15.617,35.287,-80.85
12/19/2015 1:00,0,0.0029,278.8000183,225,0,100620,3.400000095,-2.600000143,15.617,35.287,-80.85
12/19/2015 2:00,0,0.0028,277,225,0,100790,3.200000048,-2.299999952,15.617,35.287,-80.85
12/19/2015 3:00,0,0.0028,276,214.6999969,0,100840,2.900000095,-2.100000143,15.617,35.287,-80.85
12/19/2015 4:00,0,0.0029,275.2000122,214.6999969,0,100940,2.799999952,-2.100000143,15.617,35.287,-80.85
12/19/2015 5:00,0,0.0028,274.8000183,214.6999969,0,101020,2.700000048,-2,15.617,35.287,-80.85
12/19/2015 6:00,0,0.0022,274.1000061,206.6000061,0,101050,2.600000143,-2,15.617,35.287,-80.85
12/19/2015 7:00,0,0.0025,272.6000061,206.6000061,0,101070,2.600000143,-1.800000072,15.617,35.287,-80.85
12/19/2015 8:00,0,0.0024,272.1000061,206.6000061,0,101130,2.600000143,-1.5,15.617,35.287,-80.85
12/19/2015 9:00,0,0.0025,271.7000122,204.6000061,0,101190,2.5,-1.200000048,15.617,35.287,-80.85
12/19/2015 10:00,0,0.0026,271.7000122,204.6000061,0,101210,2.400000095,-0.400000006,15.617,35.287,-80.85
12/19/2015 11:00,0,0.0028,270.6000061,204.6000061,0,101340,2.200000048,0.400000006,15.617,35.287,-80.85
12/19/2015 12:00,0,0.0027,270.7000122,209.1000061,0,101420,2,1.200000048,15.617,35.287,-80.85
12/19/2015 13:00,0,0.0029,271.3000183,209.1000061,79,101550,2.100000143,0.900000036,15.617,35.287,-80.85
12/19/2015 14:00,0,0.0029,273.5,209.1000061,233,101560,2.200000048,0.600000024,15.617,35.287,-80.85
12/19/2015 15:00,0,0.0028,276.3999939,230.1000061,394.3000183,101690,2.299999952,0.300000012,15.617,35.287,-80.85
12/19/2015 16:00,0,0.0023,279.3000183,230.1000061,487,101620,2.900000095,0.699999988,15.617,35.287,-80.85
12/19/2015 17:00,0,0.0021,280.8000183,230.1000061,517.1000366,101550,3.5,1,15.617,35.287,-80.85
12/19/2015 18:00,0,0.0017,281.7000122,240.4000092,507.7000122,101500,4.099999905,1.300000072,15.617,35.287,-80.85
12/19/2015 19:00,0,0.0019,282.6000061,240.4000092,448.6000061,101460,3.900000095,1,15.617,35.287,-80.85
12/19/2015 20:00,0,0.0021,283.3999939,240.4000092,351.8000183,101410,3.700000048,0.699999988,15.617,35.287,-80.85
12/19/2015 21:00,0,0.0021,283.7000122,233.6000061,162.1999969,101410,3.5,0.400000006,15.617,35.287,-80.85
12/19/2015 22:00,0,0.0021,282.3000183,233.6000061,32.10000229,101450,3.200000048,0.699999988,15.617,35.287,-80.85
12/19/2015 23:00,0,0.0027,278.8000183,233.6000061,0,101540,2.900000095,1,15.617,35.287,-80.85
12/20/2015 0:00,0,0.003,276.5,224,0,101560,2.600000143,1.300000072,15.617,35.287,-80.85
12/20/2015 1:00,0,0.0031,275.8999939,224,0,101590,2.299999952,0.900000036,15.617,35.287,-80.85
12/20/2015 2:00,0,0.003,274.6000061,224,0,101580,2.100000143,0.600000024,15.617,35.287,-80.85
12/20/2015 3:00,0,0.003,273.8000183,220.3000031,0,101540,1.800000072,0.200000003,15.617,35.287,-80.85
12/20/2015 4:00,0,0.003,273.3000183,220.3000031,0,101590,1.399999976,-0.400000006,15.617,35.287,-80.85
12/20/2015 5:00,0,0.0029,271.8000183,220.3000031,0,101620,1,-1.100000024,15.617,35.287,-80.85
12/20/2015 6:00,0,0.003,272.1000061,218,0,101610,0.600000024,-1.700000048,15.617,35.287,-80.85
12/20/2015 7:00,0,0.003,271.1000061,218,0,101640,0.400000006,-2.100000143,15.617,35.287,-80.85
12/20/2015 8:00,0,0.003,271.5,218,0,101660,0.200000003,-2.400000095,15.617,35.287,-80.85
12/20/2015 9:00,0,0.0029,271.6000061,215.8000031,0,101690,0,-2.799999952,15.617,35.287,-80.85
12/20/2015 10:00,0,0.0028,271,215.8000031,0,101700,-0.400000006,-2.200000048,15.617,35.287,-80.85
12/20/2015 11:00,0,0.0028,271.2000122,215.8000031,0,101720,-0.800000012,-1.600000024,15.617,35.287,-80.85
12/20/2015 12:00,0,0.0028,271.2000122,219.6999969,0,101720,-1.300000072,-1,15.617,35.287,-80.85
12/20/2015 13:00,0,0.0029,271.2000122,219.6999969,76.80000305,101850,-1.5,-0.800000012,15.617,35.287,-80.85
12/20/2015 14:00,0,0.0032,274.5,219.6999969,229.6999969,101960,-1.700000048,-0.699999988,15.617,35.287,-80.85
12/20/2015 15:00,0,0.003,278.6000061,242.6999969,390.3999939,101930,-1.899999976,-0.5,15.617,35.287,-80.85
12/20/2015 16:00,0,0.0028,282.1000061,242.6999969,482.8999939,101900,-2.200000048,-0.100000001,15.617,35.287,-80.85
12/20/2015 17:00,0,0.0026,284.5,242.6000061,513.2000122,101840,-2.5,0.400000006,15.617,35.287,-80.85
12/20/2015 18:00,0,0.0024,285.5,254.8000031,500.7000122,101820,-2.799999952,0.800000012,15.617,35.287,-80.85
12/20/2015 19:00,0,0.0025,286.2000122,254.8000031,442.8000183,101720,-2.700000048,0.900000036,15.617,35.287,-80.85
12/20/2015 20:00,0,0.0026,286.1000061,254.8000031,347.6000061,101690,-2.5,0.900000036,15.617,35.287,-80.85
12/20/2015 21:00,0,0.0027,285.3999939,253.3000031,173,101590,-2.299999952,1,15.617,35.287,-80.85
12/20/2015 22:00,0,0.0029,283.8999939,253.3000031,35.10000229,101600,-2.700000048,1,15.617,35.287,-80.85
12/20/2015 23:00,0,0.0034,281.6000061,253.3000031,0,101630,-3.100000143,1.100000024,15.617,35.287,-80.85
12/21/2015 0:00,0,0.0037,279.7000122,250.1000061,0,101610,-3.600000143,1.200000048,15.617,35.287,-80.85
12/21/2015 1:00,0,0.0037,278.3999939,250.1000061,0,101580,-3.299999952,0.600000024,15.617,35.287,-80.85
12/21/2015 2:00,0,0.0037,276.6000061,250.1000061,0,101630,-3.100000143,0.100000001,15.617,35.287,-80.85
12/21/2015 3:00,0,0.0038,277.3000183,266.5,0,101580,-2.799999952,-0.400000006,15.617,35.287,-80.85
12/21/2015 4:00,0,0.0038,277.7000122,266.5,0,101530,-2.799999952,-0.800000012,15.617,35.287,-80.85
12/21/2015 5:00,0,0.0038,277.1000061,266.5,0,101500,-2.700000048,-1.100000024,15.617,35.287,-80.85
12/21/2015 6:00,0,0.004,278,289,0,101480,-2.700000048,-1.399999976,15.617,35.287,-80.85
12/21/2015 7:00,0,0.0041,279.1000061,289,0,101460,-2.5,-1.399999976,15.617,35.287,-80.85
12/21/2015 8:00,0,0.0042,279,289,0,101470,-2.400000095,-1.300000072,15.617,35.287,-80.85
12/21/2015 9:00,0,0.0042,279.3000183,334.1000061,0,101380,-2.299999952,-1.200000048,15.617,35.287,-80.85
12/21/2015 10:00,0,0.0043,279,334.1000061,0,101340,-2.200000048,-1.100000024,15.617,35.287,-80.85
12/21/2015 11:00,0,0.0042,278.5,334.1000061,0,101290,-2.100000143,-1.100000024,15.617,35.287,-80.85
12/21/2015 12:00,0,0.0044,279.1000061,352.8999939,0,101310,-2,-1,15.617,35.287,-80.85
12/21/2015 13:00,0,0.0042,279.5,352.8999939,33.29999924,101380,-2,-0.900000036,15.617,35.287,-80.85
12/21/2015 14:00,0,0.0042,280,352.8999939,100.8000031,101310,-2,-0.800000012,15.617,35.287,-80.85
12/21/2015 15:00,0,0.0043,280.7000122,372.3999939,160.9000092,101310,-2,-0.699999988,15.617,35.287,-80.85
12/21/2015 16:00,0,0.0045,282.6000061,372.3999939,199.1999969,101300,-1.899999976,-0.400000006,15.617,35.287,-80.85
12/21/2015 17:00,0,0.0049,283.8000183,372.3999939,211.9000092,101220,-1.700000048,-0.200000003,15.617,35.287,-80.85
12/21/2015 18:00,0,0.005,283.8999939,375.5,290.3999939,101150,-1.5,0.100000001,15.617,35.287,-80.85
12/21/2015 19:00,0,0.0054,285,375.5,257,101050,-1.600000024,0.100000001,15.617,35.287,-80.85
12/21/2015 20:00,0,0.0056,285.8000183,375.5,202,100890,-1.800000072,0.100000001,15.617,35.287,-80.85
12/21/2015 21:00,0,0.0059,285.8000183,361.7000122,132.8000031,100870,-1.899999976,0.100000001,15.617,35.287,-80.85
12/21/2015 22:00,0,0.0061,285.1000061,361.7000122,27.60000038,100820,-2.200000048,0.400000006,15.617,35.287,-80.85
12/21/2015 23:00,0,0.0061,283.2000122,361.7000122,0,100830,-2.5,0.699999988,15.617,35.287,-80.85
12/22/2015 0:00,0,0.0062,283.2000122,357,0,100740,-2.700000048,1,15.617,35.287,-80.85
12/22/2015 1:00,0,0.0065,283,357,0,100760,-2.600000143,0.900000036,15.617,35.287,-80.85
12/22/2015 2:00,0,0.0064,283.2000122,357,0,100770,-2.5,0.800000012,15.617,35.287,-80.85
12/22/2015 3:00,0,0.0063,282.1000061,369.2000122,0,100630,-2.400000095,0.699999988,15.617,35.287,-80.85
12/22/2015 4:00,0,0.0063,282.5,369.2000122,0,100600,-2.299999952,0.900000036,15.617,35.287,-80.85
12/22/2015 5:00,5.99E-07,0.0066,283.1000061,369.2000122,0,100490,-2.200000048,1.100000024,15.617,35.287,-80.85
12/22/2015 6:00,2.85E-06,0.007,282.7000122,391.2000122,0,100310,-2.100000143,1.300000072,15.617,35.287,-80.85
12/22/2015 7:00,3.00E-06,0.0075,283.5,391.1000061,0,100280,-1,1.700000048,15.617,35.287,-80.85
12/22/2015 8:00,3.39E-06,0.0082,284.3000183,391.1000061,0,100110,0.100000001,2,15.617,35.287,-80.85
12/22/2015 9:00,1.77E-05,0.0087,285.3000183,386.1000061,0,100030,1.200000048,2.400000095,15.617,35.287,-80.85
12/22/2015 10:00,4.56E-06,0.0092,285.8999939,386.1000061,0,100100,0.800000012,2.799999952,15.617,35.287,-80.85
12/22/2015 11:00,1.17E-06,0.0089,285.3999939,386.1000061,0,100180,0.600000024,3.200000048,15.617,35.287,-80.85
12/22/2015 12:00,6.13E-07,0.0094,286.2000122,380.7000122,0,100160,0.200000003,3.600000143,15.617,35.287,-80.85
12/22/2015 13:00,3.78E-07,0.0095,286.3000183,380.7000122,34.79999924,100130,0.200000003,3.600000143,15.617,35.287,-80.85
12/22/2015 14:00,0,0.0095,286.6000061,380.7000122,106.7000046,100230,0.100000001,3.700000048,15.617,35.287,-80.85
12/22/2015 15:00,0,0.01,287.2000122,384.8000183,237.6000061,100260,0.100000001,3.700000048,15.617,35.287,-80.85
12/22/2015 16:00,0,0.0101,287.3999939,384.8000183,294.6000061,100210,0.200000003,3.5,15.617,35.287,-80.85
12/22/2015 17:00,0,0.0099,287,384.8000183,313.6000061,100160,0.300000012,3.400000095,15.617,35.287,-80.85
12/22/2015 18:00,0,0.0103,288,392.8999939,306.5,100010,0.400000006,3.200000048,15.617,35.287,-80.85
12/22/2015 19:00,0,0.011399999,289.7000122,392.8999939,271.6000061,99990,-0.100000001,3.600000143,15.617,35.287,-80.85
12/22/2015 20:00,0,0.0117,290.2000122,392.8999939,213.6999969,99990,-0.699999988,3.900000095,15.617,35.287,-80.85
12/22/2015 21:00,0,0.0116,290,388.3999939,118.3000031,100040,-1.200000048,4.300000191,15.617,35.287,-80.85
12/22/2015 22:00,0,0.011399999,289.6000061,388.3999939,25.20000076,99990,-1.399999976,3.700000048,15.617,35.287,-80.85
12/22/2015 23:00,0,0.010799999,288.8000183,388.3999939,0,99990,-1.600000024,3.100000143,15.617,35.287,-80.85
12/23/2015 0:00,0,0.0111,288.8000183,383.3000183,0,100050,-1.800000072,2.600000143,15.617,35.287,-80.85
12/23/2015 1:00,0,0.0111,289.2000122,383.3000183,0,100130,-1.800000072,2.200000048,15.617,35.287,-80.85
12/23/2015 2:00,0,0.0111,288.8000183,383.3000183,0,100110,-1.899999976,1.899999976,15.617,35.287,-80.85
12/23/2015 3:00,0,0.011299999,289.2000122,385.8000183,0,100090,-2,1.5,15.617,35.287,-80.85
12/23/2015 4:00,0,0.0112,289,385.8000183,0,100050,-1.700000048,1.600000024,15.617,35.287,-80.85
12/23/2015 5:00,0,0.0117,289.5,385.8000183,0,100010,-1.5,1.600000024,15.617,35.287,-80.85
12/23/2015 6:00,0,0.011899999,289.7000122,386.5,0,99980,-1.200000048,1.700000048,15.617,35.287,-80.85
12/23/2015 7:00,0,0.0116,289.8000183,386.5,0,100010,-1.399999976,1.700000048,15.617,35.287,-80.85
12/23/2015 8:00,0,0.012,289.7000122,386.5,0,100000,-1.600000024,1.700000048,15.617,35.287,-80.85
12/23/2015 9:00,0,0.011899999,289.8000183,391,0,99970,-1.800000072,1.700000048,15.617,35.287,-80.85
12/23/2015 10:00,0,0.0117,289.7000122,391,0,99940,-2.100000143,1.899999976,15.617,35.287,-80.85
12/23/2015 11:00,0,0.0117,289.3999939,391,0,99920,-2.5,2.100000143,15.617,35.287,-80.85
12/23/2015 12:00,1.89E-06,0.0115,289.3000183,389.1000061,0,99900,-2.799999952,2.400000095,15.617,35.287,-80.85
12/23/2015 13:00,5.82E-07,0.0117,289.7000122,389.1000061,42.40000153,99950,-2.700000048,2.900000095,15.617,35.287,-80.85
12/23/2015 14:00,5.64E-06,0.011899999,289.8000183,389.1000061,131.6999969,99920,-2.5,3.5,15.617,35.287,-80.85
